longtitude,latitude
59.940853,30.198638
59.983608,30.388182
59.882717,30.451298
60.030672,30.448801
60.049168,30.42557
59.920091,30.501765
59.849989,30.149707
59.957584,30.405511
59.956183,30.40676
59.993293,30.356948
59.936201,30.417387
59.96929,30.41533
60.018713,30.467117
59.958606,30.405313
59.828143,30.535955
60.033558,30.460245
59.947171,29.965211
59.822711,30.33308
60.018475,30.273791
60.010366,30.481212
60.020166,30.272426
59.958606,30.405313
59.981582,30.320476
60.016982,30.275758
59.899058,30.451478
60.01843,30.267988
60.05499,30.438686
59.996731,30.273854
59.894102,30.447965
59.882717,30.451298
60.038766,30.221168
60.036888,30.454047
59.852081,30.238487
59.899081,30.311502
59.885142,30.368554
59.947171,29.965211
60.046203,30.363084
59.79048,30.166227
60.033265,30.22804
60.058461,30.420998
59.931107,30.457353
59.83092,30.246024
59.983094,30.316892
60.002036,30.212238
59.831087,30.545037
59.906359,30.344947
59.905321,30.342359
60.039076,30.227959
59.914628,30.481185
59.885142,30.368554
59.937017,30.203902
59.905321,30.342359
59.761223,30.468195
59.982905,30.225147
60.052645,30.00161
59.875763,30.444794
60.057343,30.438201
59.915982,30.4155
59.891661,30.452825
59.824118,30.34421
59.824869,30.344057
59.936007,30.200515
59.82727,30.349735
59.947171,29.965211
59.877398,30.457595
59.862601,30.513318
59.793441,30.324366
59.993847,30.309436
60.070796,30.338829
59.898142,30.447947
59.960125,30.256921
59.953286,30.428957
59.971582,30.341946
59.831272,30.329891
59.962435,30.405062
59.96326,30.32972
59.842648,30.210559
60.033576,30.224779
59.861367,30.451469
59.86673,30.167709
60.054689,30.005572
59.939437,30.225803
59.853288,30.340707
59.847783,30.105483
59.854174,30.34386
59.777963,30.128111
59.939437,30.225803
59.909883,30.356346
59.962827,30.249015
60.036474,30.226216
59.802544,30.379577
60.034394,30.229836
59.802572,30.381185
59.908331,30.32195
59.912513,30.306822
59.936007,30.200515
59.820553,30.327591
59.939469,30.204764
59.961458,30.255609
59.962719,30.267485
59.859162,30.197425
59.958629,30.290491
59.998342,30.201728
59.861028,30.191595
60.004946,30.40393
60.018475,30.273791
60.01843,30.267988
60.023488,30.327986
59.936742,30.248018
59.957584,30.405511
59.863012,30.162121
59.962435,30.282657
59.960183,30.345809
59.755064,30.374851
59.74661,30.475454
59.993293,30.356948
59.962719,30.267485
59.993293,30.356948
59.824593,30.337419
60.053952,30.327196
59.997041,30.205986
59.996412,30.193751
59.802418,30.377609
60.029022,30.250049
59.803667,30.382649
59.862565,30.167314
59.843521,30.115068
60.032281,30.215499
59.957129,30.29129
59.95129,30.264997
60.071501,30.238299
59.831087,30.545037
59.855376,30.349402
59.993293,30.356948
59.802418,30.377609
59.95129,30.264997
59.863513,30.505943
59.831377,30.53733
59.862601,30.513318
60.003439,30.196868
60.003502,30.214179
60.011914,30.279567
60.034686,30.232945
59.840849,30.312383
60.007101,30.204827
59.974419,30.341299
60.03354,30.242036
59.906219,30.316847
59.937991,30.440132
59.962719,30.267485
59.80292,30.37557
59.826696,30.556491
60.075308,30.347192
59.979529,30.373477
60.037674,30.250668
59.86532,30.159642
59.856921,30.215059
59.826954,30.329109
59.997041,30.205986
60.073234,30.243365
60.032281,30.215499
59.956183,30.40676
59.958215,30.449834
59.960485,30.418896
60.066688,30.43556
59.80292,30.37557
59.744234,30.475418
59.851408,30.242512
59.957674,30.406535
59.915982,30.4155
60.002202,30.268635
59.889516,30.271384
59.90321,30.511746
60.023304,30.220449
60.034394,30.229836
59.851056,30.155294
59.852447,30.242934
59.863224,30.511755
59.920645,30.371959
60.000726,30.221482
59.913144,30.449996
60.005167,30.261457
60.031643,30.440842
60.062256,30.431077
59.790177,30.163415
59.836174,30.114115
59.994346,30.196985
60.00204,30.254351
59.946315,30.288703
60.005167,30.261457
59.822919,30.34138
59.839565,30.114708
60.00321,30.297713
59.916284,30.439548
59.979529,30.373477
59.940217,30.203812
59.997041,30.205986
59.968898,30.41992
59.961458,30.255609
59.945873,30.288712
60.032456,30.246482
60.034394,30.229836
59.745757,30.478688
59.761345,30.471304
60.26808,29.751591
59.85167,30.339476
59.898864,30.458745
59.857992,30.319515
59.963539,30.273171
59.80722,30.379514
59.865772,30.509653
59.912571,30.358933
59.843923,30.110639
59.913144,30.449996
59.89255,30.450202
59.885142,30.368554
60.072027,30.318491
59.979326,30.512482
59.955002,30.28316
59.893304,30.316722
59.971834,30.263559
60.032281,30.215499
59.953908,30.276818
59.951731,30.390096
60.000501,30.204872
59.840655,30.31753
59.900953,30.311511
59.902091,30.307693
59.902849,30.311466
59.942079,30.367261
59.982905,30.225147
59.988874,30.298845
59.952912,30.391964
59.91706,30.333475
59.945873,30.288712
59.945986,30.287616
59.861236,30.197497
59.985219,30.216236
59.953908,30.276818
59.904902,30.322956
59.971834,30.263559
59.983283,30.354011
59.894116,30.338613
60.069225,30.2374
59.858787,30.152653
60.076816,30.340931
59.974419,30.341299
60.028146,30.441489
60.073037,30.236619
59.904654,30.319012
60.027898,30.223611
59.940799,30.390491
59.974703,30.302672
60.017414,30.258834
60.061201,30.431194
59.962719,30.267485
59.994297,30.256534
59.866265,30.345162
59.973599,30.274294
59.894116,30.338613
59.820716,30.265922
59.962435,30.405062
60.192742,29.696893
59.913144,30.449996
60.034394,30.229836
59.932428,30.439198
59.819024,30.349294
59.994297,30.256534
60.042415,30.224716
60.079895,30.341713
59.777963,30.128111
60.027543,30.212679
59.896892,30.306427
59.829898,30.346303
59.841758,30.325983
59.86532,30.159642
59.990665,30.324447
59.940993,30.280097
59.948667,30.252312
59.912932,30.279891
59.737047,30.474484
59.904058,30.453328
59.984557,30.392045
59.981339,30.323513
59.858272,30.149374
59.997212,30.301172
59.962827,30.249015
59.766928,30.12795
59.902799,30.42672
59.957742,30.407227
59.973509,30.321743
59.891922,30.412347
59.766928,30.12795
59.95844,30.288937
59.890798,30.415428
59.850405,30.134983
59.933988,30.413964
59.904189,30.314808
59.965512,30.281346
59.790177,30.163415
59.969304,30.287984
59.840691,30.244515
59.745757,30.478688
59.855331,30.319839
59.98805,30.365635
59.947171,29.965211
59.819024,30.349294
59.85646,30.316335
60.069562,30.312877
60.030272,30.234723
59.841527,30.525715
59.856835,30.316317
60.04618,30.40508
59.975108,30.415222
60.04618,30.40508
59.856614,29.948933
59.843869,30.22415
59.873338,30.334284
59.831087,30.545037
60.031,30.238577
59.855331,30.319839
59.877335,30.441686
59.984769,30.344354
59.952263,30.394974
60.073315,30.24306
59.972775,30.291326
59.820553,30.327591
59.788954,30.164107
60.069616,30.329756
60.035351,30.225614
60.077458,30.337895
59.870628,29.849086
59.856835,30.316317
60.002202,30.268635
60.040577,30.21965
60.035131,30.404729
59.831137,30.210873
60.034394,30.229836
60.029885,30.452044
59.85167,30.339476
59.896409,30.32893
59.829156,30.541471
59.971794,30.259373
59.885142,30.368554
59.902849,30.311466
59.745757,30.478688
59.941114,30.384419
59.927116,30.367916
60.031256,30.138675
59.916284,30.439548
60.056571,30.437931
59.779023,30.147335
59.864096,30.170862
59.885142,30.368554
59.788302,30.162589
59.777963,30.128111
59.997212,30.301172
59.973509,30.321743
59.766928,30.12795
59.861589,30.186475
60.004244,30.295135
59.935299,30.434536
59.957584,30.405511
59.958606,30.405313
60.03211,30.225857
59.885142,30.368554
59.972775,30.291326
59.976643,30.338434
60.002283,30.264835
60.046171,30.300399
59.902853,30.315275
59.864096,30.170862
59.897578,29.765821
59.866667,30.4686
59.991759,30.327385
59.958971,30.26249
59.991759,30.327385
59.841911,30.106336
59.741024,30.464773
59.891922,30.412347
59.904613,30.324914
59.841911,30.106336
59.907437,30.483359
59.935299,30.434536
59.851056,30.155294
59.79048,30.166227
59.974419,30.341299
59.851318,30.41859
59.982905,30.225147
59.831087,30.545037
59.830811,30.363102
59.855746,30.40561
59.831272,30.329891
59.94969,30.262796
59.984274,30.215571
60.033585,30.231022
60.008518,30.480646
59.902167,30.450714
59.866757,30.159615
59.93754,30.198503
60.057155,30.266272
59.957007,30.271339
60.039737,30.253911
60.066971,30.333996
59.89255,30.450202
60.066971,30.333996
59.990098,30.329639
59.957007,30.271339
60.020166,30.272426
59.901161,30.446672
60.017504,30.273063
60.015862,30.281265
59.900358,30.458332
59.915982,30.4155
59.902853,30.315275
59.950659,30.372372
60.033265,30.22804
59.822919,30.34138
59.864837,30.410218
59.945873,30.288712
59.847783,30.105483
60.026662,30.322579
60.032281,30.215499
59.962719,30.267485
60.03771,30.225578
60.002701,30.247884
59.848032,30.109507
59.902799,30.42672
60.05817,30.271123
59.828695,30.346806
59.960183,30.345809
59.894739,30.466569
59.840691,30.244515
59.829744,30.536
60.001073,30.265877
60.06311,30.289655
60.039076,30.227959
60.002283,30.264835
59.828695,30.346806
59.997212,30.301172
59.824869,30.344057
59.902298,30.320899
59.872037,30.474762
59.841545,30.503724
59.997541,30.363128
59.846613,30.22353
60.032281,30.215499
59.806821,30.369282
59.998045,30.218221
60.012336,30.379226
60.061008,30.427798
60.05922,30.429514
60.058969,30.428014
60.034124,30.232361
59.968898,30.41992
60.005036,30.21028
59.919513,30.43547
60.036474,30.226216
59.962372,30.269695
59.915982,30.4155
59.947171,29.965211
60.01119,30.386736
59.902799,30.42672
60.002202,30.268635
60.033585,30.231022
59.952511,31.612739
59.988874,30.298845
59.957584,30.405511
59.959435,30.25922
59.969776,30.417198
59.97599,30.386745
59.915982,30.4155
59.807134,30.374088
59.848303,30.152851
59.872037,30.474762
59.85167,30.339476
60.026662,30.322579
60.062279,30.430287
60.026662,30.322579
60.031584,30.230016
59.902799,30.42672
59.902799,30.42672
59.93754,30.198503
59.831087,30.545037
59.79048,30.166227
59.864837,30.410218
59.894102,30.447965
59.804047,30.379118
59.830811,30.363102
59.905001,30.317934
59.894102,30.447965
59.937017,30.203902
60.05499,30.438686
59.843272,30.30242
60.033585,30.231022
60.034394,30.229836
60.039589,30.257666
59.98922,30.298647
59.831453,30.327681
